"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"VALLET","44212","44330",
"LOIREAUXENCE","44213","44370","BELLIGNE"
"LOIREAUXENCE","44213","44370","LA CHAPELLE ST SAUVEUR"
"LOIREAUXENCE","44213","44370","LA ROUXIERE"
"LOIREAUXENCE","44213","44370","VARADES"
"VAY","44214","44170",
"VERTOU","44215","44120",
"VERTOU","44215","44120","BEAUTOUR"
"VIEILLEVIGNE","44216","44116",
"VIGNEUX DE BRETAGNE","44217","44360",
"VIGNEUX DE BRETAGNE","44217","44360","LA PAQUELAIS"
"VILLEPOT","44218","44110",
"VUE","44220","44640",
"LA CHEVALLERAIS","44221","44810",
"LA ROCHE BLANCHE","44222","44522",
"GENESTON","44223","44140",
"LA GRIGONNAIS","44224","44170",
"ADON","45001","45230",
"AILLANT SUR MILLERON","45002","45230",
"AMILLY","45004","45200",
"ANDONVILLE","45005","45480",
"ARDON","45006","45160",
"ARTENAY","45008","45410",
"ASCHERES LE MARCHE","45009","45170",
"ASCOUX","45010","45300",
"ATTRAY","45011","45170",
"AUDEVILLE","45012","45300",
"AUGERVILLE LA RIVIERE","45013","45330",
"AULNAY LA RIVIERE","45014","45390",
"AUTRUY SUR JUINE","45015","45480",
"AUTRY LE CHATEL","45016","45500",
"AUVILLIERS EN GATINAIS","45017","45270",
"AUXY","45018","45340",
"BACCON","45019","45130",
"LE BARDON","45020","45130",
"BARVILLE EN GATINAIS","45021","45340",
"BATILLY EN GATINAIS","45022","45340",
"BATILLY EN PUISAYE","45023","45420",
"BAULE","45024","45130",
"BAZOCHES LES GALLERANDES","45025","45480",
"BAZOCHES LES GALLERANDES","45025","45480","IZY"
"BAZOCHES SUR LE BETZ","45026","45210",
"BEAUCHAMPS SUR HUILLARD","45027","45270",
"BEAUGENCY","45028","45190",
"BEAULIEU SUR LOIRE","45029","45630",
"BEAUNE LA ROLANDE","45030","45340",
"BELLEGARDE","45031","45270",
"LE BIGNON MIRABEAU","45032","45210",
"BOESSES","45033","45390",
"BOIGNY SUR BIONNE","45034","45760",
"BOISCOMMUN","45035","45340",
"BOISCOMMUN","45035","45340","CHEMAULT"
"BOISMORAND","45036","45290",
"BOISMORAND","45036","45290","LES BEZARDS"
"BOISSEAUX","45037","45480",
"BONDAROY","45038","45300",
"BONNEE","45039","45460",
"BONNY SUR LOIRE","45040","45420",
"BORDEAUX EN GATINAIS","45041","45340",
"LES BORDES","45042","45460",
"BOU","45043","45430",
"BOUGY LEZ NEUVILLE","45044","45170",
"BOUILLY EN GATINAIS","45045","45300",
"BOULAY LES BARRES","45046","45140",
"BOUZONVILLE AUX BOIS","45047","45300",
"BOUZY LA FORET","45049","45460",
"BOYNES","45050","45300",
"BRAY ST AIGNAN","45051","45460","BRAY EN VAL"
"BRAY ST AIGNAN","45051","45460","ST AIGNAN DES GUES"
"BRETEAU","45052","45250",
"BRIARE","45053","45250",
"BRIARRES SUR ESSONNE","45054","45390",
"BRICY","45055","45310",
"BROMEILLES","45056","45390",
"BUCY LE ROI","45058","45410",
"BUCY ST LIPHARD","45059","45140",
"LA BUSSIERE","45060","45230",
"CEPOY","45061","45120",
"CERCOTTES","45062","45520",
"CERDON","45063","45620",
"CERNOY EN BERRY","45064","45360",
"CESARVILLE DOSSAINVILLE","45065","45300",
"CESARVILLE DOSSAINVILLE","45065","45300","DOSSAINVILLE"
"CHAILLY EN GATINAIS","45066","45260",
"CHAINGY","45067","45380",
"CHALETTE SUR LOING","45068","45120",
"CHAMBON LA FORET","45069","45340",
"CHAMPOULET","45070","45420",
"CHANTEAU","45072","45400",
"CHANTECOQ","45073","45320",
"LA CHAPELLE ONZERAIN","45074","45310",
"LA CHAPELLE ST MESMIN","45075","45380",
"LA CHAPELLE ST SEPULCRE","45076","45210",
"LA CHAPELLE SUR AVEYRON","45077","45230",
"CHAPELON","45078","45270",
"LE CHARME","45079","45230",
"CHARMONT EN BEAUCE","45080","45480",
"CHARSONVILLE","45081","45130",
"CHATEAUNEUF SUR LOIRE","45082","45110",
"CHATEAU RENARD","45083","45220",
"CHATENOY","45084","45260",
"CHATILLON COLIGNY","45085","45230",
"CHATILLON LE ROI","45086","45480",
"CHATILLON SUR LOIRE","45087","45360",
"CHAUSSY","45088","45480",
"CHECY","45089","45430",
"CHEVANNES","45091","45210",
"CHEVILLON SUR HUILLARD","45092","45700",
"CHEVILLY","45093","45520",
"CHEVRY SOUS LE BIGNON","45094","45210",
"CHILLEURS AUX BOIS","45095","45170",
"LES CHOUX","45096","45290",
"CHUELLES","45097","45220",
"CLERY ST ANDRE","45098","45370",
"COINCES","45099","45310",
"COMBLEUX","45100","45800",
"COMBREUX","45101","45530",
"CONFLANS SUR LOING","45102","45700",
"CORBEILLES","45103","45490",
"CORQUILLEROY","45104","45120",
"CORTRAT","45105","45700",
"COUDROY","45107","45260",
"COULLONS","45108","45720",
"COULMIERS","45109","45130",
"COURCELLES LE ROI","45110","45300",
"COURCY AUX LOGES","45111","45300",
"LA COUR MARIGNY","45112","45260",
"COURTEMAUX","45113","45320",
"COURTEMPIERRE","45114","45490",
"COURTENAY","45115","45320",
"CRAVANT","45116","45190",
"CROTTES EN PITHIVERAIS","45118","45170",
"CROTTES EN PITHIVERAIS","45118","45170","TEILLAY ST BENOIT"
"DADONVILLE","45119","45300",
"DAMMARIE EN PUISAYE","45120","45420",
"DAMMARIE SUR LOING","45121","45230",
"DAMPIERRE EN BURLY","45122","45570",
"DARVOY","45123","45150",
"DESMONTS","45124","45390",
"DIMANCHEVILLE","45125","45390",
"DONNERY","45126","45450",
"DORDIVES","45127","45680",
"DOUCHY MONTCORBON","45129","45220","DOUCHY"
"DOUCHY MONTCORBON","45129","45220","MONTCORBON"
"DRY","45130","45370",
"ECHILLEUSES","45131","45390",
"EGRY","45132","45340",
"ENGENVILLE","45133","45300",
"EPIEDS EN BEAUCE","45134","45130",
"ERCEVILLE","45135","45480",
"ERVAUVILLE","45136","45320",
"ESCRENNES","45137","45300",
"ESCRIGNELLES","45138","45250",
"ESTOUY","45139","45300",
"FAVERELLES","45141","45420",
"FAY AUX LOGES","45142","45450",
"FEINS EN GATINAIS","45143","45230",
"FEROLLES","45144","45150",
"FERRIERES EN GATINAIS","45145","45210",
"LA FERTE ST AUBIN","45146","45240",
"FLEURY LES AUBRAIS","45147","45400",
"FONTENAY SUR LOING","45148","45210",
"FOUCHEROLLES","45149","45320",
"FREVILLE DU GATINAIS","45150","45270",
"GAUBERTIN","45151","45340",
"GEMIGNY","45152","45310",
"GERMIGNY DES PRES","45153","45110",
"GIDY","45154","45520",
"GIEN","45155","45500",
"GIEN","45155","45500","ARRABLOY"
"GIROLLES","45156","45120",
"GIVRAINES","45157","45300",
"GONDREVILLE","45158","45490",
"GRANGERMONT","45159","45390",
"GRENEVILLE EN BEAUCE","45160","45480",
"GRENEVILLE EN BEAUCE","45160","45480","GUIGNONVILLE"
"GRISELLES","45161","45210",
"GUIGNEVILLE","45162","45300",
"GUIGNEVILLE","45162","45300","SEBOUVILLE"
"GUILLY","45164","45600",
"GY LES NONAINS","45165","45220",
"HUETRE","45166","45520",
"HUISSEAU SUR MAUVES","45167","45130",
"INGRANNES","45168","45450",
"INGRE","45169","45140",
"INTVILLE LA GUETARD","45170","45300",
"ISDES","45171","45620",
"JARGEAU","45173","45150",
"JOUY EN PITHIVERAIS","45174","45480",
"JOUY LE POTIER","45175","45370",
"JURANVILLE","45176","45340",
"LAAS","45177","45300",
"LADON","45178","45270",
"LAILLY EN VAL","45179","45740",
"LANGESSE","45180","45290",
"LEOUVILLE","45181","45480",
"LIGNY LE RIBAULT","45182","45240",
"LION EN BEAUCE","45183","45410",
"LION EN SULLIAS","45184","45600",
"LOMBREUIL","45185","45700",
"LORCY","45186","45490",
"LORRIS","45187","45260",
"LOURY","45188","45470",
"LOUZOUER","45189","45210",
"LE MALESHERBOIS","45191","45300","MANCHECOURT"
"LE MALESHERBOIS","45191","45330","COUDRAY"
"LE MALESHERBOIS","45191","45330","LABROSSE"
"LE MALESHERBOIS","45191","45330","MAINVILLIERS"
"LE MALESHERBOIS","45191","45330","MALESHERBES"
"LE MALESHERBOIS","45191","45330","NANGEVILLE"
"LE MALESHERBOIS","45191","45330","ORVEAU BELLESAUVE"
"MARCILLY EN VILLETTE","45193","45240",
"MARDIE","45194","45430",
"MARDIE","45194","45430","PONT AUX MOINES"
"MAREAU AUX BOIS","45195","45300",
"MAREAU AUX PRES","45196","45370",
"MARIGNY LES USAGES","45197","45760",
"MARSAINVILLIERS","45198","45300",
"MELLEROY","45199","45220",
"MENESTREAU EN VILLETTE","45200","45240",
"MERINVILLE","45201","45210",
"MESSAS","45202","45190",
"MEUNG SUR LOIRE","45203","45130",
"MEZIERES LEZ CLERY","45204","45370",
"MEZIERES EN GATINAIS","45205","45270",
"MIGNERES","45206","45490",
"MIGNERETTE","45207","45490",
"MONTARGIS","45208","45200",
"MONTBARROIS","45209","45340",
"MONTBOUY","45210","45230",
"MONTCRESSON","45212","45700",
"MONTEREAU","45213","45260",
"MONTIGNY","45214","45170",
"MONTLIARD","45215","45340",
"MORMANT SUR VERNISSON","45216","45700",
"MORVILLE EN BEAUCE","45217","45300",
"LE MOULINET SUR SOLIN","45218","45290",
"MOULON","45219","45270",
"NANCRAY SUR RIMARDE","45220","45340",
"NARGIS","45222","45210",
"NESPLOY","45223","45270",
"NEUVILLE AUX BOIS","45224","45170",
"LA NEUVILLE SUR ESSONNE","45225","45390",
"NEUVY EN SULLIAS","45226","45510",
"NEVOY","45227","45500",
"NIBELLE","45228","45340",
"NOGENT SUR VERNISSON","45229","45290",
"NOYERS","45230","45260",
"OISON","45231","45170",
"OLIVET","45232","45160",
"ONDREVILLE SUR ESSONNE","45233","45390",
"ORLEANS","45234","45000",
"ORLEANS","45234","45100",
"ORLEANS","45234","45100","LA SOURCE"
"ORMES","45235","45140",
"ORVILLE","45237","45390",
"OUSSON SUR LOIRE","45238","45250",
"OUSSOY EN GATINAIS","45239","45290",
"OUTARVILLE","45240","45480",
"OUTARVILLE","45240","45480","ALLAINVILLE EN BEAUCE"
"OUTARVILLE","45240","45480","FARONVILLE"
"OUTARVILLE","45240","45480","ST PERAVY EPREUX"
"OUTARVILLE","45240","45480","TEILLAY LE GAUDIN"
"OUVROUER LES CHAMPS","45241","45150",
"OUZOUER DES CHAMPS","45242","45290",
"OUZOUER SOUS BELLEGARDE","45243","45270",
"OUZOUER SUR LOIRE","45244","45570",
"OUZOUER SUR TREZEE","45245","45250",
"PANNECIERES","45246","45300",
"PANNES","45247","45700",
"PATAY","45248","45310",
"PAUCOURT","45249","45200",
"PERS EN GATINAIS","45250","45210",
"PIERREFITTE ES BOIS","45251","45360",
"PITHIVIERS","45252","45300",
"PITHIVIERS LE VIEIL","45253","45300",
"PITHIVIERS LE VIEIL","45253","45300","BOUZONVILLE EN BEAUCE"
"POILLY LEZ GIEN","45254","45500",
"PREFONTAINES","45255","45490",
"PRESNOY","45256","45260",
"PRESSIGNY LES PINS","45257","45290",
"PUISEAUX","45258","45390",
"QUIERS SUR BEZONDE","45259","45270",
"RAMOULU","45260","45300",
"REBRECHIEN","45261","45470",
"ROUVRAY STE CROIX","45262","45310",
"ROUVRES ST JEAN","45263","45300",
"ROZIERES EN BEAUCE","45264","45130",
"ROZOY LE VIEIL","45265","45210",
"RUAN","45266","45410",
"ST AIGNAN LE JAILLARD","45268","45600",
"ST AY","45269","45130",
"ST BENOIT SUR LOIRE","45270","45730",
"ST BRISSON SUR LOIRE","45271","45500",
"ST CYR EN VAL","45272","45590",
"ST DENIS DE L HOTEL","45273","45550",
"ST DENIS EN VAL","45274","45560",
"ST FIRMIN DES BOIS","45275","45220",
"ST FIRMIN SUR LOIRE","45276","45360",
"ST FLORENT LE JEUNE","45277","45600",
"STE GENEVIEVE DES BOIS","45278","45230",
"ST GERMAIN DES PRES","45279","45220",
"ST GONDON","45280","45500",
"ST HILAIRE LES ANDRESIS","45281","45320",
"ST HILAIRE ST MESMIN","45282","45160",
"ST HILAIRE SUR PUISEAUX","45283","45700",
"ST JEAN DE BRAYE","45284","45800",
"ST JEAN DE LA RUELLE","45285","45140",
"ST JEAN LE BLANC","45286","45650",
"ST LOUP DES VIGNES","45288","45340",
"ST LYE LA FORET","45289","45170",
"ST MARTIN D ABBAT","45290","45110",
"ST MARTIN SUR OCRE","45291","45500",
"ST MAURICE SUR AVEYRON","45292","45230",
"ST MAURICE SUR FESSARD","45293","45700",
"ST MICHEL","45294","45340",
"ST PERAVY LA COLOMBE","45296","45310",
"ST PERE SUR LOIRE","45297","45600",
"ST PRYVE ST MESMIN","45298","45750",
"ST SIGISMOND","45299","45310",
"SANDILLON","45300","45640",
"SANTEAU","45301","45170",
"SARAN","45302","45770",
"SCEAUX DU GATINAIS","45303","45490",
"SEICHEBRIERES","45305","45530",
"LA SELLE EN HERMOY","45306","45210",
"LA SELLE SUR LE BIED","45307","45210",
"LA SELLE SUR LE BIED","45307","45210","ST LOUP DE GONOIS"
"SEMOY","45308","45400",
"SENNELY","45309","45240",
"SERMAISES","45310","45300",
"SIGLOY","45311","45110",
"SOLTERRE","45312","45700",
"SOUGY","45313","45410",
"SULLY LA CHAPELLE","45314","45450",
"SULLY SUR LOIRE","45315","45600",
"SURY AUX BOIS","45316","45530",
"TAVERS","45317","45190",
"THIGNONVILLE","45320","45300",
"THIMORY","45321","45260",
"THORAILLES","45322","45210",
"THOU","45323","45420",
"TIGY","45324","45510",
"TIVERNON","45325","45170",
"TOURNOISIS","45326","45310",
"TRAINOU","45327","45470",
"TREILLES EN GATINAIS","45328","45490",
"TRIGUERES","45329","45220",
"TRINAY","45330","45410",
"VANNES SUR COSSON","45331","45510",
"VARENNES CHANGY","45332","45290",
"VENNECY","45333","45760",
"VIEILLES MAISONS SUR JOUDRY","45334","45260",
"VIENNE EN VAL","45335","45510",
"VIGLAIN","45336","45600",
"VILLAMBLAIN","45337","45310",
"VILLEMANDEUR","45338","45700",
"VILLEMOUTIERS","45339","45270",
"VILLEMURLIN","45340","45600",
"VILLENEUVE SUR CONIE","45341","45310",
"VILLEREAU","45342","45170",
"VILLEVOQUES","45343","45700",
"VILLORCEAU","45344","45190",
"VIMORY","45345","45700",
"VITRY AUX LOGES","45346","45530",
"VRIGNY","45347","45300",
"YEVRE LA VILLE","45348","45300",
"YEVRE LA VILLE","45348","45300","YEVRE LE CHATEL"
"ALBAS","46001","46140",
"ALBIAC","46002","46500",
"ALVIGNAC","46003","46500",
"ANGLARS","46004","46120",
"ANGLARS JUILLAC","46005","46140",
"ANGLARS NOZAC","46006","46300",
"ARCAMBAL","46007","46090",
"LES ARQUES","46008","46250",
"ASSIER","46009","46320",
"AUJOLS","46010","46090",
"AUTOIRE","46011","46400",
"AYNAC","46012","46120",
"BACH","46013","46230",
"BAGNAC SUR CELE","46015","46270",
"BALADOU","46016","46600",
"BANNES","46017","46400",
"LE BASTIT","46018","46500",
"BEAUREGARD","46020","46260",
"BEDUER","46021","46100",
"BELAYE","46022","46140",
"BELFORT DU QUERCY","46023","46230",
"BELMONT BRETENOUX","46024","46130",
"BELMONT STE FOI","46026","46230",
"BERGANTY","46027","46090",
"BETAILLE","46028","46110",
"BIARS SUR CERE","46029","46130",
"BIO","46030","46500",
"BLARS","46031","46330",
"BOISSIERES","46032","46150",
"PORTE DU QUERCY","46033","46800","FARGUES"
"PORTE DU QUERCY","46033","46800","LE BOULVE"
"PORTE DU QUERCY","46033","46800","SAUX"
"PORTE DU QUERCY","46033","46800","ST MATRE"
"LE BOURG","46034","46120",
"BOUSSAC","46035","46100",
"LE BOUYSSOU","46036","46120",
"BOUZIES","46037","46330",
"BRETENOUX","46038","46130",
"BRENGUES","46039","46320",
"CABRERETS","46040","46330",
"CADRIEU","46041","46160",
"CAHORS","46042","46000",
"CAHUS","46043","46130",
"CAILLAC","46044","46140",
"CAJARC","46045","46160",
"CALAMANE","46046","46150",
"CALES","46047","46350",
"CALVIGNAC","46049","46160",
"CAMBAYRAC","46050","46140",
"CAMBES","46051","46100",
"CAMBOULIT","46052","46100",
"CAMBURAT","46053","46100",
"CANIAC DU CAUSSE","46054","46240",
"CAPDENAC","46055","46100",
"CARAYAC","46056","46160",
"CARDAILLAC","46057","46100",
"CARENNAC","46058","46110",
"CARLUCET","46059","46500",
"CARNAC ROUFFIAC","46060","46140",
"CASSAGNES","46061","46700",
"CASTELFRANC","46062","46140",
"CASTELNAU MONTRATIER","46063","46170",
"CASTELNAU MONTRATIER","46063","46170","STE ALAUZIE"
"CATUS","46064","46150",
"CAVAGNAC","46065","46110",
"CAZALS","46066","46250",
"CENEVIERES","46068","46330",
"CEZAC","46069","46170",
"CIEURAC","46070","46230",
"CONCORES","46072","46310",
"CONCOTS","46073","46260",
"CONDAT","46074","46110",
"CORN","46075","46100",
"CORNAC","46076","46130",
"COUZOU","46078","46500",
"CRAS","46079","46360",
"CRAYSSAC","46080","46150",
"CREGOLS","46081","46330",
"CREMPS","46082","46230",
"CRESSENSAC SARRAZAC","46083","46600","CRESSENSAC"
"CRESSENSAC SARRAZAC","46083","46600","SARRAZAC"
"CREYSSE","46084","46600",
"CUZAC","46085","46270",
"CUZANCE","46086","46600",
"DEGAGNAC","46087","46340",
"DOUELLE","46088","46140",
"DURAVEL","46089","46700",
"DURBANS","46090","46320",
"ESCAMPS","46091","46230",
"ESCLAUZELS","46092","46090",
"ESPAGNAC STE EULALIE","46093","46320",
"ESPEDAILLAC","46094","46320",
"ESPERE","46095","46090",
"ESPEYROUX","46096","46120",
"ESTAL","46097","46130",
"FAJOLES","46098","46300",
"FAYCELLES","46100","46100",
"FELZINS","46101","46270",
"FIGEAC","46102","46100",
"ST PAUL FLAUGNAC","46103","46170","FLAUGNAC"
"ST PAUL FLAUGNAC","46103","46170","ST PAUL DE LOUBRESSAC"
"FLAUJAC GARE","46104","46320",
"FLAUJAC POUJOLS","46105","46090",
"FLOIRAC","46106","46600",
"FLORESSAS","46107","46700",
"FONS","46108","46100",
"FONTANES","46109","46230",
"FOURMAGNAC","46111","46100",
"FRANCOULES","46112","46090",
"FRAYSSINET","46113","46310",
"FRAYSSINET LE GELAT","46114","46250",
"FRAYSSINHES","46115","46400",
"FRONTENAC","46116","46160",
"GAGNAC SUR CERE","46117","46130",
"GIGNAC","46118","46600",
"GIGOUZAC","46119","46150",
"GINDOU","46120","46250",
"GINOUILLAC","46121","46300",
"GINTRAC","46122","46130",
"GIRAC","46123","46130",
"GLANES","46124","46130",
"GORSES","46125","46210",
"GOUJOUNAC","46126","46250",
"GOURDON","46127","46300",
"GRAMAT","46128","46500",
"GREALOU","46129","46160",
"GREZELS","46130","46700",
"GREZES","46131","46320",
"ISSENDOLUS","46132","46500",
"ISSEPTS","46133","46320",
"LES JUNIES","46134","46150",
"LABASTIDE DU HAUT MONT","46135","46210",
"LABASTIDE DU VERT","46136","46150",
"LABASTIDE MARNHAC","46137","46090",
"COEUR DE CAUSSE","46138","46240","BEAUMAT"
"COEUR DE CAUSSE","46138","46240","FONTANES DU CAUSSE"
"COEUR DE CAUSSE","46138","46240","LABASTIDE MURAT"
"COEUR DE CAUSSE","46138","46240","ST SAUVEUR LA VALLEE"
"COEUR DE CAUSSE","46138","46240","VAILLAC"
"LABATHUDE","46139","46120",
"LABURGADE","46140","46230",
"LACAPELLE CABANAC","46142","46700",
"LACAPELLE MARIVAL","46143","46120",
"LACAVE","46144","46200",
"LACHAPELLE AUZAC","46145","46200",
"LADIRAT","46146","46400",
"LAGARDELLE","46147","46220",
"LALBENQUE","46148","46230",
"LAMAGDELAINE","46149","46090",
"LAMOTHE CASSEL","46151","46240",
"LAMOTHE FENELON","46152","46350",
"LANZAC","46153","46200",
"LARAMIERE","46154","46260",
"LARNAGOL","46155","46160",
"BELLEFONT LA RAUZE","46156","46090","COURS"
"BELLEFONT LA RAUZE","46156","46090","LAROQUE DES ARCS"
"BELLEFONT LA RAUZE","46156","46090","VALROUFIE"
"LARROQUE TOIRAC","46157","46160",
"LATOUILLE LENTILLAC","46159","46400",
"LATRONQUIERE","46160","46210",
"LAURESSES","46161","46210",
"LAUZES","46162","46360",
"LAVAL DE CERE","46163","46130",
"LAVERCANTIERE","46164","46340",
"LAVERGNE","46165","46500",
"LENTILLAC DU CAUSSE","46167","46330",
"LENTILLAC ST BLAISE","46168","46100",
"LEOBARD","46169","46300",
"LEYME","46170","46120",
"LHERM","46171","46150",
"PERN LHOSPITALET","46172","46170","LHOSPITALET"
"PERN LHOSPITALET","46172","46170","PERN"
"LIMOGNE EN QUERCY","46173","46260",
"LINAC","46174","46270",
"LISSAC ET MOURET","46175","46100",
"LIVERNON","46176","46320",
"LOUBRESSAC","46177","46130",
"LOUPIAC","46178","46350",
"LUGAGNAC","46179","46260",
"LUNAN","46180","46100",
"LUNEGARDE","46181","46240",
"LUZECH","46182","46140",
"MARCILHAC SUR CELE","46183","46160",
"MARMINIAC","46184","46250",
"MARTEL","46185","46600",
"MASCLAT","46186","46350",
"MAUROUX","46187","46700",
"MAXOU","46188","46090",
"MAYRINHAC LENTOUR","46189","46500",
"MECHMONT","46190","46150",
"MERCUES","46191","46090",
"MEYRONNE","46192","46200",
"MIERS","46193","46500",
"MILHAC","46194","46300",
"MOLIERES","46195","46120",
"MONTAMEL","46196","46310",
"LE MONTAT","46197","46090",
"MONTBRUN","46198","46160",
"MONTCABRIER","46199","46700",
"MONTCLERA","46200","46250",
"MONTCUQ EN QUERCY BLANC","46201","46800","BELMONTET"
"MONTCUQ EN QUERCY BLANC","46201","46800","LEBREIL"
"MONTCUQ EN QUERCY BLANC","46201","46800","MONTCUQ"
"MONTCUQ EN QUERCY BLANC","46201","46800","STE CROIX"
"MONTCUQ EN QUERCY BLANC","46201","46800","VALPRIONDE"
"MONTDOUMERC","46202","46230",
"MONTET ET BOUXAL","46203","46210",
"MONTFAUCON","46204","46240",
"MONTGESTY","46205","46150",
"MONTLAUZUN","46206","46800",
"MONTREDON","46207","46270",
"MONTVALENT","46208","46600",
"NADAILLAC DE ROUGE","46209","46350",
"NADILLAC","46210","46360",
"NUZEJOULS","46211","46150",
"ORNIAC","46212","46330",
"PADIRAC","46213","46500",
"PARNAC","46214","46140",
"PAYRAC","46215","46350",
"PAYRIGNAC","46216","46300",
"PESCADOIRES","46218","46220",
"PEYRILLES","46219","46310",
"PINSAC","46220","46200",
"PLANIOLES","46221","46100",
"POMAREDE","46222","46250",
"PONTCIRQ","46223","46150",
"PRADINES","46224","46090",
"PRAYSSAC","46225","46220",
"PRENDEIGNES","46226","46270",
"PROMILHANES","46227","46260",
"PRUDHOMAT","46228","46130",
"PUYBRUN","46229","46130",
"PUYJOURDES","46230","46260",
"PUY L EVEQUE","46231","46700",
"LE VIGNON EN QUERCY","46232","46110","LES QUATRE ROUTES DU LOT"
"LE VIGNON EN QUERCY","46232","46600","CAZILLAC"
"QUISSAC EN QUERCY","46233","46320",
"RAMPOUX","46234","46340",
"REILHAC","46235","46500",
"REILHAGUET","46236","46350",
"REYREVIGNES","46237","46320",
"RIGNAC","46238","46500",
"LE ROC","46239","46200",
"ROCAMADOUR","46240","46500",
"ROUFFILHAC","46241","46300",
"RUDELLE","46242","46120",
"RUEYRES","46243","46120",
"SABADEL LATRONQUIERE","46244","46210",
"SABADEL LAUZES","46245","46360",
"SAIGNES","46246","46500",
"SAILLAC","46247","46260",
"ST BRESSOU","46249","46120",
"ST CAPRAIS","46250","46250",
"ST CERE","46251","46400",
"LES PECHS DU VERS","46252","46360","ST CERNIN"
"LES PECHS DU VERS","46252","46360","ST MARTIN DE VERS"
"ST CHAMARAND","46253","46310",
"ST CHELS","46254","46160",
"ST CIRGUES","46255","46210",
"ST CIRQ LAPOPIE","46256","46330",
"ST CIRQ MADELON","46257","46300",
"ST CIRQ SOUILLAGUET","46258","46300",
"ST CLAIR","46259","46300",
"STE COLOMBE","46260","46120",
"LENDOU EN QUERCY","46262","46800","LASCABANES"
"LENDOU EN QUERCY","46262","46800","ST CYPRIEN"
"LENDOU EN QUERCY","46262","46800","ST LAURENT LOLMIE"
"BARGUELONNE EN QUERCY","46263","46800","BAGAT EN QUERCY"
"BARGUELONNE EN QUERCY","46263","46800","ST DAUNES"
"BARGUELONNE EN QUERCY","46263","46800","ST PANTALEON"
"ST DENIS CATUS","46264","46150",
"ST DENIS LES MARTEL","46265","46600",
"ST FELIX","46266","46100",
"ST GERMAIN DU BEL AIR","46267","46310",
"ST GERY VERS","46268","46090","VERS"
"ST GERY VERS","46268","46330","ST GERY"
"ST HILAIRE","46269","46210",
"ST JEAN DE LAUR","46270","46260",
"ST JEAN LESPINASSE","46271","46400",
"ST JEAN MIRABEL","46272","46270",
"ST LAURENT LES TOURS","46273","46400",
"ST MARTIN LABOUVAL","46276","46330",
"ST MARTIN LE REDON","46277","46700",
"ST MAURICE EN QUERCY","46279","46120",
"ST MEDARD","46280","46150",
"ST MEDARD DE PRESQUE","46281","46400",
"ST MEDARD NICOURBY","46282","46210",
"ST MICHEL DE BANNIERES","46283","46110",
"ST MICHEL LOUBEJOU","46284","46130",
"ST PAUL DE VERN","46286","46400",
"ST PERDOUX","46288","46100",
"ST PIERRE TOIRAC","46289","46160",
"ST PROJET","46290","46300",
"ST SIMON","46292","46320",
"ST SOZY","46293","46200",
"ST SULPICE","46294","46160",
"ST VINCENT DU PENDIT","46295","46400",
"ST VINCENT RIVE D OLT","46296","46140",
"SALVIAC","46297","46340",
"SAULIAC SUR CELE","46299","46330",
"SAUZET","46301","46140",
"SENAILLAC LATRONQUIERE","46302","46210",
"SENAILLAC LAUZES","46303","46360",
"SENIERGUES","46304","46240",
"SERIGNAC","46305","46700",
"SONAC","46306","46320",
"SOTURAC","46307","46700",
"SOUCIRAC","46308","46300",
"SOUILLAC","46309","46200",
"SOULOMES","46310","46240",
"SOUSCEYRAC EN QUERCY","46311","46190","CALVIAC"
"SOUSCEYRAC EN QUERCY","46311","46190","COMIAC"
"SOUSCEYRAC EN QUERCY","46311","46190","LACAM D OURCET"
"SOUSCEYRAC EN QUERCY","46311","46190","LAMATIVIE"
"SOUSCEYRAC EN QUERCY","46311","46190","SOUSCEYRAC"
"STRENQUELS","46312","46110",
"TAURIAC","46313","46130",
"TERROU","46314","46120",
"TEYSSIEU","46315","46190",
"THEDIRAC","46316","46150",
"THEGRA","46317","46500",
"THEMINES","46318","46120",
"THEMINETTES","46319","46120",
"TOUR DE FAURE","46320","46330",
"TOUZAC","46321","46700",
"TRESPOUX RASSIELS","46322","46090",
"USSEL","46323","46240",
"UZECH","46324","46310",
"VARAIRE","46328","46260",
"VAYLATS","46329","46230",
"VAYRAC","46330","46110",
"VIAZAC","46332","46100",
"VIDAILLAC","46333","46260",
"LE VIGAN EN QUERCY","46334","46300",
"VILLESEQUE","46335","46090",
"VIRE SUR LOT","46336","46700",
"MAYRAC","46337","46200",
"BESSONIES","46338","46210",
"ST JEAN LAGINESTE","46339","46400",
"ST PIERRE LAFEUILLE","46340","46090",
"AGEN","47001","47000",
"AGME","47002","47350",
"AGNAC","47003","47800",
"AIGUILLON","47004","47190",
"ALLEMANS DU DROPT","47005","47800",
"ALLEZ ET CAZENEUVE","47006","47110",
"ALLONS","47007","47420",
"AMBRUS","47008","47160",
"ANDIRAN","47009","47170",
"ANTAGNAC","47010","47700",
"ANTHE","47011","47370",
"ANZEX","47012","47700",
"ARGENTON","47013","47250",
"ARMILLAC","47014","47800",
"ASTAFFORT","47015","47220",
"AUBIAC","47016","47310",
"AURADOU","47017","47140",
"AURIAC SUR DROPT","47018","47120",
"BAJAMONT","47019","47480",
"BALEYSSAGUES","47020","47120",
"BARBASTE","47021","47230",
"BAZENS","47022","47130",
"BEAUGAS","47023","47290",
